A2W_APB_ID 0x00613277
A2W_PLLB_ANA_STATR_MASK 0x00000fff
A2W_PLLB_ANA_STATR_RESET 0000000000
A2W_PLLB_ANA_STATR_WIDTH 12
A2W_PLLB_ANA_STAT_WIDTH 12
A2W_PLLB_ANA_VCO 0x7e1026f0:RW
A2W_PLLB_ANA_VCO_MASK 0x00000001
A2W_PLLB_ANA_VCOR 0x7e102ef0:RW
A2W_PLLB_ANA_VCO_RANGE_BITS 0:0
A2W_PLLB_ANA_VCO_RANGE_CLR 0xfffffffe
A2W_PLLB_ANA_VCO_RANGE_LSB 0
A2W_PLLB_ANA_VCO_RANGE_MSB 0
A2W_PLLB_ANA_VCO_RANGE_SET 0x00000001
A2W_PLLB_ANA_VCO_RESET 0000000000
A2W_PLLB_ANA_VCOR_MASK 0x00000001
A2W_PLLB_ANA_VCOR_RESET 0000000000
A2W_PLLB_ANA_VCOR_WIDTH 1
A2W_PLLB_ANA_VCO_WIDTH 1
A2W_PLLB_ARM 0x7e1023e0:RW
A2W_PLLB_ARM_BYPEN_BITS 9:9
A2W_PLLB_ARM_BYPEN_CLR 0xfffffdff
A2W_PLLB_ARM_BYPEN_LSB 9
A2W_PLLB_ARM_BYPEN_MSB 9
A2W_PLLB_ARM_BYPEN_SET 0x00000200
A2W_PLLB_ARM_CHENB_BITS 8:8
A2W_PLLB_ARM_CHENB_CLR 0xfffffeff
A2W_PLLB_ARM_CHENB_LSB 8
A2W_PLLB_ARM_CHENB_MSB 8
A2W_PLLB_ARM_CHENB_SET 0x00000100
A2W_PLLB_ARM_DIV_BITS 7:0
A2W_PLLB_ARM_DIV_CLR 0xffffff00
A2W_PLLB_ARM_DIV_LSB 0
A2W_PLLB_ARM_DIV_MSB 7
A2W_PLLB_ARM_DIV_SET 0x000000ff
A2W_PLLB_ARM_MASK 0x000003ff
A2W_PLLB_ARMR 0x7e102be0:RW
A2W_PLLB_ARM_RESET 0x00000100
A2W_PLLB_ARMR_MASK 0x000003ff
A2W_PLLB_ARMR_RESET 0x00000100
A2W_PLLB_ARMR_WIDTH 10
A2W_PLLB_ARM_WIDTH 10
A2W_PLLB_CTRL 0x7e1021e0:RW
A2W_PLLB_CTRL_MASK 0x000373ff
A2W_PLLB_CTRL_NDIV_BITS 9:0
A2W_PLLB_CTRL_NDIV_CLR 0xfffffc00
A2W_PLLB_CTRL_NDIV_LSB 0
A2W_PLLB_CTRL_NDIV_MSB 9
A2W_PLLB_CTRL_NDIV_SET 0x000003ff
A2W_PLLB_CTRL_PDIV_BITS 14:12
A2W_PLLB_CTRL_PDIV_CLR 0xffff8fff
A2W_PLLB_CTRL_PDIV_LSB 12
A2W_PLLB_CTRL_PDIV_MSB 14
A2W_PLLB_CTRL_PDIV_SET 0x00007000
A2W_PLLB_CTRL_PRSTN_BITS 17:17
A2W_PLLB_CTRL_PRSTN_CLR 0xfffdffff
A2W_PLLB_CTRL_PRSTN_LSB 17
A2W_PLLB_CTRL_PRSTN_MSB 17
A2W_PLLB_CTRL_PRSTN_SET 0x00020000
A2W_PLLB_CTRL_PWRDN_BITS 16:16
A2W_PLLB_CTRL_PWRDN_CLR 0xfffeffff
A2W_PLLB_CTRL_PWRDN_LSB 16
A2W_PLLB_CTRL_PWRDN_MSB 16
A2W_PLLB_CTRL_PWRDN_SET 0x00010000
A2W_PLLB_CTRLR 0x7e1029e0:RW
A2W_PLLB_CTRL_RESET 0x00010000
A2W_PLLB_CTRLR_MASK 0x000373ff
A2W_PLLB_CTRLR_RESET 0x00010000
A2W_PLLB_CTRLR_WIDTH 18
A2W_PLLB_CTRL_WIDTH 18
A2W_PLLB_DIG0 0x7e1020e0:RW
A2W_PLLB_DIG0_MASK 0x00ffffff
A2W_PLLB_DIG0R 0x7e1028e0:RW
A2W_PLLB_DIG0_RESET 0000000000
A2W_PLLB_DIG0R_MASK 0x00ffffff
A2W_PLLB_DIG0R_RESET 0000000000
A2W_PLLB_DIG0R_WIDTH 24
A2W_PLLB_DIG0_WIDTH 24
A2W_PLLB_DIG1 0x7e1020e4:RW
A2W_PLLB_DIG1_MASK 0x00ffffff
A2W_PLLB_DIG1R 0x7e1028e4:RW
A2W_PLLB_DIG1_RESET 0x00004000
A2W_PLLB_DIG1R_MASK 0x00ffffff
A2W_PLLB_DIG1R_RESET 0x00004000
A2W_PLLB_DIG1R_WIDTH 24
A2W_PLLB_DIG1_WIDTH 24
A2W_PLLB_DIG2 0x7e1020e8:RW
A2W_PLLB_DIG2_MASK 0x00ffffff
A2W_PLLB_DIG2R 0x7e1028e8:RW
A2W_PLLB_DIG2_RESET 0x00100401
A2W_PLLB_DIG2R_MASK 0x00ffffff
A2W_PLLB_DIG2R_RESET 0x00100401
A2W_PLLB_DIG2R_WIDTH 24
A2W_PLLB_DIG2_WIDTH 24
A2W_PLLB_DIG3 0x7e1020ec:RW
A2W_PLLB_DIG3_MASK 0x00ffffff
A2W_PLLB_DIG3R 0x7e1028ec:RW
A2W_PLLB_DIG3_RESET 0x00000004
A2W_PLLB_DIG3R_MASK 0x00ffffff
A2W_PLLB_DIG3R_RESET 0x00000004
A2W_PLLB_DIG3R_WIDTH 24
A2W_PLLB_DIG3_WIDTH 24
A2W_PLLB_FRAC 0x7e1022e0:RW
A2W_PLLB_FRAC_FRAC_BITS 19:0
A2W_PLLB_FRAC_FRAC_CLR 0xfff00000
A2W_PLLB_FRAC_FRAC_LSB 0
A2W_PLLB_FRAC_FRAC_MSB 19
A2W_PLLB_FRAC_FRAC_SET 0x000fffff
A2W_PLLB_FRAC_MASK 0x000fffff
A2W_PLLB_FRACR 0x7e102ae0:RW
A2W_PLLB_FRAC_RESET 0000000000
A2W_PLLB_FRACR_MASK 0x000fffff
A2W_PLLB_FRACR_RESET 0000000000
A2W_PLLB_FRACR_WIDTH 20
A2W_PLLB_FRAC_WIDTH 20
A2W_PLLB_MULTI 0x7e102fe0:RW
A2W_PLLB_MULTI_MASK 0000000000
A2W_PLLB_MULTI_RESET 0000000000
A2W_PLLB_MULTI_WIDTH 0
A2W_PLLB_SP0 0x7e1024e0:RW
A2W_PLLB_SP0_BYPEN_BITS 9:9
A2W_PLLB_SP0_BYPEN_CLR 0xfffffdff
A2W_PLLB_SP0_BYPEN_LSB 9
A2W_PLLB_SP0_BYPEN_MSB 9
A2W_PLLB_SP0_BYPEN_SET 0x00000200
A2W_PLLB_SP0_CHENB_BITS 8:8
A2W_PLLB_SP0_CHENB_CLR 0xfffffeff
A2W_PLLB_SP0_CHENB_LSB 8
A2W_PLLB_SP0_CHENB_MSB 8
A2W_PLLB_SP0_CHENB_SET 0x00000100
A2W_PLLB_SP0_DIV_BITS 7:0
A2W_PLLB_SP0_DIV_CLR 0xffffff00
A2W_PLLB_SP0_DIV_LSB 0
A2W_PLLB_SP0_DIV_MSB 7
A2W_PLLB_SP0_DIV_SET 0x000000ff
A2W_PLLB_SP0_MASK 0x000003ff
A2W_PLLB_SP0R 0x7e102ce0:RW
A2W_PLLB_SP0_RESET 0x00000100
A2W_PLLB_SP0R_MASK 0x000003ff
A2W_PLLB_SP0R_RESET 0x00000100
A2W_PLLB_SP0R_WIDTH 10
A2W_PLLB_SP0_WIDTH 10
A2W_PLLB_SP1 0x7e1025e0:RW
A2W_PLLB_SP1_BYPEN_BITS 9:9
A2W_PLLB_SP1_BYPEN_CLR 0xfffffdff
A2W_PLLB_SP1_BYPEN_LSB 9
A2W_PLLB_SP1_BYPEN_MSB 9
A2W_PLLB_SP1_BYPEN_SET 0x00000200
A2W_PLLB_SP1_CHENB_BITS 8:8
A2W_PLLB_SP1_CHENB_CLR 0xfffffeff
A2W_PLLB_SP1_CHENB_LSB 8
A2W_PLLB_SP1_CHENB_MSB 8
A2W_PLLB_SP1_CHENB_SET 0x00000100
A2W_PLLB_SP1_DIV_BITS 7:0
A2W_PLLB_SP1_DIV_CLR 0xffffff00
A2W_PLLB_SP1_DIV_LSB 0
A2W_PLLB_SP1_DIV_MSB 7
A2W_PLLB_SP1_DIV_SET 0x000000ff
A2W_PLLB_SP1_MASK 0x000003ff
A2W_PLLB_SP1R 0x7e102de0:RW
A2W_PLLB_SP1_RESET 0x00000100
A2W_PLLB_SP1R_MASK 0x000003ff
A2W_PLLB_SP1R_RESET 0x00000100
A2W_PLLB_SP1R_WIDTH 10
A2W_PLLB_SP1_WIDTH 10
A2W_PLLB_SP2 0x7e1026e0:RW
A2W_PLLB_SP2_BYPEN_BITS 9:9
A2W_PLLB_SP2_BYPEN_CLR 0xfffffdff
A2W_PLLB_SP2_BYPEN_LSB 9
A2W_PLLB_SP2_BYPEN_MSB 9
A2W_PLLB_SP2_BYPEN_SET 0x00000200
A2W_PLLB_SP2_CHENB_BITS 8:8
A2W_PLLB_SP2_CHENB_CLR 0xfffffeff
A2W_PLLB_SP2_CHENB_LSB 8
A2W_PLLB_SP2_CHENB_MSB 8
A2W_PLLB_SP2_CHENB_SET 0x00000100
A2W_PLLB_SP2_DIV_BITS 7:0
A2W_PLLB_SP2_DIV_CLR 0xffffff00
A2W_PLLB_SP2_DIV_LSB 0
A2W_PLLB_SP2_DIV_MSB 7
A2W_PLLB_SP2_DIV_SET 0x000000ff
A2W_PLLB_SP2_MASK 0x000003ff
A2W_PLLB_SP2R 0x7e102ee0:RW
A2W_PLLB_SP2_RESET 0x00000100
A2W_PLLB_SP2R_MASK 0x000003ff
A2W_PLLB_SP2R_RESET 0x00000100
A2W_PLLB_SP2R_WIDTH 10
A2W_PLLB_SP2_WIDTH 10
A2W_PLLC_ANA0 0x7e102030:RW
A2W_PLLC_ANA0_MASK 0x00ffffff
A2W_PLLC_ANA0R 0x7e102830:RW
A2W_PLLC_ANA0_RESET 0000000000
A2W_PLLC_ANA0R_MASK 0x00ffffff
A2W_PLLC_ANA0R_RESET 0000000000
A2W_PLLC_ANA0R_WIDTH 24
A2W_PLLC_ANA0_WIDTH 24
A2W_PLLC_ANA1 0x7e102034:RW
A2W_PLLC_ANA1_MASK 0x00ffffff
A2W_PLLC_ANA1R 0x7e102834:RW
A2W_PLLC_ANA1_RESET 0x001d0000
A2W_PLLC_ANA1R_MASK 0x00ffffff
A2W_PLLC_ANA1R_RESET 0x001d0000
A2W_PLLC_ANA1R_WIDTH 24
A2W_PLLC_ANA1_WIDTH 24
A2W_PLLC_ANA2 0x7e102038:RW
A2W_PLLC_ANA2_MASK 0x00ffffff
A2W_PLLC_ANA2R 0x7e102838:RW
A2W_PLLC_ANA2_RESET 0000000000
A2W_PLLC_ANA2R_MASK 0x00ffffff
A2W_PLLC_ANA2R_RESET 0000000000
A2W_PLLC_ANA2R_WIDTH 24
A2W_PLLC_ANA2_WIDTH 24
A2W_PLLC_ANA3 0x7e10203c:RW
A2W_PLLC_ANA3_MASK 0x00ffffff
A2W_PLLC_ANA3R 0x7e10283c:RW
A2W_PLLC_ANA3_RESET 0x00000180
A2W_PLLC_ANA3R_MASK 0x00ffffff
A2W_PLLC_ANA3R_RESET 0x00000180
A2W_PLLC_ANA3R_WIDTH 24
A2W_PLLC_ANA3_WIDTH 24
A2W_PLLC_ANA_KAIP 0x7e102330:RW
A2W_PLLC_ANA_KAIP_KA_BITS 10:8
A2W_PLLC_ANA_KAIP_KA_CLR 0xfffff8ff
A2W_PLLC_ANA_KAIP_KA_LSB 8
A2W_PLLC_ANA_KAIP_KA_MSB 10
A2W_PLLC_ANA_KAIP_KA_SET 0x00000700
A2W_PLLC_ANA_KAIP_KI_BITS 6:4
A2W_PLLC_ANA_KAIP_KI_CLR 0xffffff8f
A2W_PLLC_ANA_KAIP_KI_LSB 4
A2W_PLLC_ANA_KAIP_KI_MSB 6
A2W_PLLC_ANA_KAIP_KI_SET 0x00000070
A2W_PLLC_ANA_KAIP_KP_BITS 3:0
A2W_PLLC_ANA_KAIP_KP_CLR 0xfffffff0
A2W_PLLC_ANA_KAIP_KP_LSB 0
A2W_PLLC_ANA_KAIP_KP_MSB 3
A2W_PLLC_ANA_KAIP_KP_SET 0x0000000f
A2W_PLLC_ANA_KAIP_MASK 0x0000077f
A2W_PLLC_ANA_KAIPR 0x7e102b30:RW
A2W_PLLC_ANA_KAIP_RESET 0x0000033a
A2W_PLLC_ANA_KAIPR_MASK 0x0000077f
A2W_PLLC_ANA_KAIPR_RESET 0x0000033a
A2W_PLLC_ANA_KAIPR_WIDTH 11
A2W_PLLC_ANA_KAIP_WIDTH 11
A2W_PLLC_ANA_MULTI 0x7e102f30:RW
A2W_PLLC_ANA_MULTI_MASK 0000000000
A2W_PLLC_ANA_MULTI_RESET 0000000000
A2W_PLLC_ANA_MULTI_WIDTH 0
A2W_PLLC_ANA_SCTL 0x7e102530:RW
A2W_PLLC_ANA_SCTL_MASK 0x0000001f
A2W_PLLC_ANA_SCTLR 0x7e102d30:RW
A2W_PLLC_ANA_SCTL_RESET 0000000000
A2W_PLLC_ANA_SCTL_RESET_BITS 4:4
A2W_PLLC_ANA_SCTL_RESET_CLR 0xffffffef
A2W_PLLC_ANA_SCTL_RESET_LSB 4
A2W_PLLC_ANA_SCTL_RESET_MSB 4
A2W_PLLC_ANA_SCTL_RESET_SET 0x00000010
A2W_PLLC_ANA_SCTLR_MASK 0x0000001f
A2W_PLLC_ANA_SCTLR_RESET 0000000000
A2W_PLLC_ANA_SCTLR_WIDTH 5
A2W_PLLC_ANA_SCTL_SEL_BITS 2:0
A2W_PLLC_ANA_SCTL_SEL_CLR 0xfffffff8
A2W_PLLC_ANA_SCTL_SEL_LSB 0
A2W_PLLC_ANA_SCTL_SEL_MSB 2
A2W_PLLC_ANA_SCTL_SEL_SET 0x00000007
A2W_PLLC_ANA_SCTL_UPDATE_BITS 3:3
A2W_PLLC_ANA_SCTL_UPDATE_CLR 0xfffffff7
A2W_PLLC_ANA_SCTL_UPDATE_LSB 3
A2W_PLLC_ANA_SCTL_UPDATE_MSB 3
A2W_PLLC_ANA_SCTL_UPDATE_SET 0x00000008
A2W_PLLC_ANA_SCTL_WIDTH 5
A2W_PLLC_ANA_SSCL 0x7e102230:RW
A2W_PLLC_ANA_SSCL_MASK 0x003fffff
A2W_PLLC_ANA_SSCLR 0x7e102a30:RW
A2W_PLLC_ANA_SSCL_RESET 0000000000
A2W_PLLC_ANA_SSCLR_MASK 0x0001ffff
A2W_PLLC_ANA_SSCLR_RESET 0000000000
A2W_PLLC_ANA_SSCLR_WIDTH 17
A2W_PLLC_ANA_SSCL_WIDTH 22
A2W_PLLC_ANA_SSCS 0x7e102130:RW
A2W_PLLC_ANA_SSCS_MASK 0x0001ffff
A2W_PLLC_ANA_SSCS_MODE_BITS 16:16
A2W_PLLC_ANA_SSCS_MODE_CLR 0xfffeffff
A2W_PLLC_ANA_SSCS_MODE_LSB 16
A2W_PLLC_ANA_SSCS_MODE_MSB 16
A2W_PLLC_ANA_SSCS_MODE_SET 0x00010000
A2W_PLLC_ANA_SSCSR 0x7e102930:RW
A2W_PLLC_ANA_SSCS_RESET 0000000000
A2W_PLLC_ANA_SSCSR_MASK 0x0001ffff
A2W_PLLC_ANA_SSCSR_RESET 0000000000
A2W_PLLC_ANA_SSCSR_WIDTH 17
A2W_PLLC_ANA_SSCS_STEP_BITS 15:0
A2W_PLLC_ANA_SSCS_STEP_CLR 0xffff0000
A2W_PLLC_ANA_SSCS_STEP_LSB 0
A2W_PLLC_ANA_SSCS_STEP_MSB 15
A2W_PLLC_ANA_SSCS_STEP_SET 0x0000ffff
A2W_PLLC_ANA_SSCS_WIDTH 17
A2W_PLLC_ANA_STAT 0x7e102430:RW
A2W_PLLC_ANA_STAT_DATA_BITS 11:0
A2W_PLLC_ANA_STAT_DATA_CLR 0xfffff000
A2W_PLLC_ANA_STAT_DATA_LSB 0
A2W_PLLC_ANA_STAT_DATA_MSB 11
A2W_PLLC_ANA_STAT_DATA_SET 0x00000fff
A2W_PLLC_ANA_STAT_MASK 0x00000fff
A2W_PLLC_ANA_STATR 0x7e102c30:RW
A2W_PLLC_ANA_STAT_RESET 0000000000
A2W_PLLC_ANA_STATR_MASK 0x00000fff
A2W_PLLC_ANA_STATR_RESET 0000000000
A2W_PLLC_ANA_STATR_WIDTH 12
A2W_PLLC_ANA_STAT_WIDTH 12
A2W_PLLC_ANA_VCO 0x7e102630:RW
A2W_PLLC_ANA_VCO_MASK 0x00000001
A2W_PLLC_ANA_VCOR 0x7e102e30:RW
A2W_PLLC_ANA_VCO_RANGE_BITS 0:0
A2W_PLLC_ANA_VCO_RANGE_CLR 0xfffffffe
A2W_PLLC_ANA_VCO_RANGE_LSB 0
A2W_PLLC_ANA_VCO_RANGE_MSB 0
A2W_PLLC_ANA_VCO_RANGE_SET 0x00000001
A2W_PLLC_ANA_VCO_RESET 0000000000
A2W_PLLC_ANA_VCOR_MASK 0x00000001
A2W_PLLC_ANA_VCOR_RESET 0000000000
A2W_PLLC_ANA_VCOR_WIDTH 1
A2W_PLLC_ANA_VCO_WIDTH 1
A2W_PLLC_CORE0 0x7e102620:RW
A2W_PLLC_CORE0_BYPEN_BITS 9:9
A2W_PLLC_CORE0_BYPEN_CLR 0xfffffdff
A2W_PLLC_CORE0_BYPEN_LSB 9
A2W_PLLC_CORE0_BYPEN_MSB 9
A2W_PLLC_CORE0_BYPEN_SET 0x00000200
A2W_PLLC_CORE0_CHENB_BITS 8:8
A2W_PLLC_CORE0_CHENB_CLR 0xfffffeff
A2W_PLLC_CORE0_CHENB_LSB 8
A2W_PLLC_CORE0_CHENB_MSB 8
A2W_PLLC_CORE0_CHENB_SET 0x00000100
A2W_PLLC_CORE0_DIV_BITS 7:0
A2W_PLLC_CORE0_DIV_CLR 0xffffff00
A2W_PLLC_CORE0_DIV_LSB 0
A2W_PLLC_CORE0_DIV_MSB 7
A2W_PLLC_CORE0_DIV_SET 0x000000ff
A2W_PLLC_CORE0_MASK 0x000003ff
A2W_PLLC_CORE0R 0x7e102e20:RW
A2W_PLLC_CORE0_RESET 0x00000100
A2W_PLLC_CORE0R_MASK 0x000003ff
A2W_PLLC_CORE0R_RESET 0x00000100
A2W_PLLC_CORE0R_WIDTH 10
A2W_PLLC_CORE0_WIDTH 10
A2W_PLLC_CORE1 0x7e102420:RW
A2W_PLLC_CORE1_BYPEN_BITS 9:9
A2W_PLLC_CORE1_BYPEN_CLR 0xfffffdff
A2W_PLLC_CORE1_BYPEN_LSB 9
A2W_PLLC_CORE1_BYPEN_MSB 9
A2W_PLLC_CORE1_BYPEN_SET 0x00000200
A2W_PLLC_CORE1_CHENB_BITS 8:8
A2W_PLLC_CORE1_CHENB_CLR 0xfffffeff
A2W_PLLC_CORE1_CHENB_LSB 8
A2W_PLLC_CORE1_CHENB_MSB 8
A2W_PLLC_CORE1_CHENB_SET 0x00000100
A2W_PLLC_CORE1_DIV_BITS 7:0
A2W_PLLC_CORE1_DIV_CLR 0xffffff00
A2W_PLLC_CORE1_DIV_LSB 0
A2W_PLLC_CORE1_DIV_MSB 7
A2W_PLLC_CORE1_DIV_SET 0x000000ff
A2W_PLLC_CORE1_MASK 0x000003ff
A2W_PLLC_CORE1R 0x7e102c20:RW
A2W_PLLC_CORE1_RESET 0x00000100
A2W_PLLC_CORE1R_MASK 0x000003ff
A2W_PLLC_CORE1R_RESET 0x00000100
A2W_PLLC_CORE1R_WIDTH 10
A2W_PLLC_CORE1_WIDTH 10
A2W_PLLC_CORE2 0x7e102320:RW
A2W_PLLC_CORE2_BYPEN_BITS 9:9
A2W_PLLC_CORE2_BYPEN_CLR 0xfffffdff
A2W_PLLC_CORE2_BYPEN_LSB 9
A2W_PLLC_CORE2_BYPEN_MSB 9
A2W_PLLC_CORE2_BYPEN_SET 0x00000200
A2W_PLLC_CORE2_CHENB_BITS 8:8
A2W_PLLC_CORE2_CHENB_CLR 0xfffffeff
A2W_PLLC_CORE2_CHENB_LSB 8
A2W_PLLC_CORE2_CHENB_MSB 8
A2W_PLLC_CORE2_CHENB_SET 0x00000100
A2W_PLLC_CORE2_DIV_BITS 7:0
A2W_PLLC_CORE2_DIV_CLR 0xffffff00
A2W_PLLC_CORE2_DIV_LSB 0
A2W_PLLC_CORE2_DIV_MSB 7
A2W_PLLC_CORE2_DIV_SET 0x000000ff
A2W_PLLC_CORE2_MASK 0x000003ff
A2W_PLLC_CORE2R 0x7e102b20:RW
A2W_PLLC_CORE2_RESET 0x00000100
A2W_PLLC_CORE2R_MASK 0x000003ff
A2W_PLLC_CORE2R_RESET 0x00000100
A2W_PLLC_CORE2R_WIDTH 10
A2W_PLLC_CORE2_WIDTH 10
A2W_PLLC_CTRL 0x7e102120:RW
A2W_PLLC_CTRL_MASK 0x000373ff
A2W_PLLC_CTRL_NDIV_BITS 9:0
A2W_PLLC_CTRL_NDIV_CLR 0xfffffc00
A2W_PLLC_CTRL_NDIV_LSB 0
A2W_PLLC_CTRL_NDIV_MSB 9
A2W_PLLC_CTRL_NDIV_SET 0x000003ff
A2W_PLLC_CTRL_PDIV_BITS 14:12
A2W_PLLC_CTRL_PDIV_CLR 0xffff8fff
A2W_PLLC_CTRL_PDIV_LSB 12
A2W_PLLC_CTRL_PDIV_MSB 14
A2W_PLLC_CTRL_PDIV_SET 0x00007000
A2W_PLLC_CTRL_PRSTN_BITS 17:17
A2W_PLLC_CTRL_PRSTN_CLR 0xfffdffff
A2W_PLLC_CTRL_PRSTN_LSB 17
A2W_PLLC_CTRL_PRSTN_MSB 17
A2W_PLLC_CTRL_PRSTN_SET 0x00020000
A2W_PLLC_CTRL_PWRDN_BITS 16:16
A2W_PLLC_CTRL_PWRDN_CLR 0xfffeffff
A2W_PLLC_CTRL_PWRDN_LSB 16
A2W_PLLC_CTRL_PWRDN_MSB 16
A2W_PLLC_CTRL_PWRDN_SET 0x00010000
A2W_PLLC_CTRLR 0x7e102920:RW
A2W_PLLC_CTRL_RESET 0x00010000
A2W_PLLC_CTRLR_MASK 0x000373ff
A2W_PLLC_CTRLR_RESET 0x00010000
A2W_PLLC_CTRLR_WIDTH 18
A2W_PLLC_CTRL_WIDTH 18
A2W_PLLC_DIG0 0x7e102020:RW
A2W_PLLC_DIG0_MASK 0x00ffffff
A2W_PLLC_DIG0R 0x7e102820:RW
A2W_PLLC_DIG0_RESET 0000000000
A2W_PLLC_DIG0R_MASK 0x00ffffff
A2W_PLLC_DIG0R_RESET 0000000000
A2W_PLLC_DIG0R_WIDTH 24
A2W_PLLC_DIG0_WIDTH 24
A2W_PLLC_DIG1 0x7e102024:RW
A2W_PLLC_DIG1_MASK 0x00ffffff
A2W_PLLC_DIG1R 0x7e102824:RW
A2W_PLLC_DIG1_RESET 0x00004000
A2W_PLLC_DIG1R_MASK 0x00ffffff
A2W_PLLC_DIG1R_RESET 0x00004000
A2W_PLLC_DIG1R_WIDTH 24
A2W_PLLC_DIG1_WIDTH 24
A2W_PLLC_DIG2 0x7e102028:RW
A2W_PLLC_DIG2_MASK 0x00ffffff
A2W_PLLC_DIG2R 0x7e102828:RW
A2W_PLLC_DIG2_RESET 0x00100401
A2W_PLLC_DIG2R_MASK 0x00ffffff
A2W_PLLC_DIG2R_RESET 0x00100401
A2W_PLLC_DIG2R_WIDTH 24
A2W_PLLC_DIG2_WIDTH 24
A2W_PLLC_DIG3 0x7e10202c:RW
A2W_PLLC_DIG3_MASK 0x00ffffff
A2W_PLLC_DIG3R 0x7e10282c:RW
A2W_PLLC_DIG3_RESET 0x00000004
A2W_PLLC_DIG3R_MASK 0x00ffffff
A2W_PLLC_DIG3R_RESET 0x00000004
A2W_PLLC_DIG3R_WIDTH 24
A2W_PLLC_DIG3_WIDTH 24
A2W_PLLC_FRAC 0x7e102220:RW
A2W_PLLC_FRAC_FRAC_BITS 19:0
A2W_PLLC_FRAC_FRAC_CLR 0xfff00000
A2W_PLLC_FRAC_FRAC_LSB 0
A2W_PLLC_FRAC_FRAC_MSB 19
A2W_PLLC_FRAC_FRAC_SET 0x000fffff
A2W_PLLC_FRAC_MASK 0x000fffff
A2W_PLLC_FRACR 0x7e102a20:RW
A2W_PLLC_FRAC_RESET 0000000000
A2W_PLLC_FRACR_MASK 0x000fffff
A2W_PLLC_FRACR_RESET 0000000000
A2W_PLLC_FRACR_WIDTH 20
A2W_PLLC_FRAC_WIDTH 20
A2W_PLLC_MULTI 0x7e102f20:RW
A2W_PLLC_MULTI_MASK 0000000000
A2W_PLLC_MULTI_RESET 0000000000
A2W_PLLC_MULTI_WIDTH 0
A2W_PLLC_PER 0x7e102520:RW
A2W_PLLC_PER_BYPEN_BITS 9:9
A2W_PLLC_PER_BYPEN_CLR 0xfffffdff
A2W_PLLC_PER_BYPEN_LSB 9
A2W_PLLC_PER_BYPEN_MSB 9
A2W_PLLC_PER_BYPEN_SET 0x00000200
A2W_PLLC_PER_CHENB_BITS 8:8
A2W_PLLC_PER_CHENB_CLR 0xfffffeff
A2W_PLLC_PER_CHENB_LSB 8
A2W_PLLC_PER_CHENB_MSB 8
A2W_PLLC_PER_CHENB_SET 0x00000100
A2W_PLLC_PER_DIV_BITS 7:0
A2W_PLLC_PER_DIV_CLR 0xffffff00
A2W_PLLC_PER_DIV_LSB 0
A2W_PLLC_PER_DIV_MSB 7
A2W_PLLC_PER_DIV_SET 0x000000ff
A2W_PLLC_PER_MASK 0x000003ff
A2W_PLLC_PERR 0x7e102d20:RW
A2W_PLLC_PER_RESET 0x00000100
A2W_PLLC_PERR_MASK 0x000003ff
A2W_PLLC_PERR_RESET 0x00000100
A2W_PLLC_PERR_WIDTH 10
A2W_PLLC_PER_WIDTH 10
A2W_PLLD_ANA0 0x7e102050:RW
A2W_PLLD_ANA0_MASK 0x00ffffff
A2W_PLLD_ANA0R 0x7e102850:RW
A2W_PLLD_ANA0_RESET 0000000000
A2W_PLLD_ANA0R_MASK 0x00ffffff
A2W_PLLD_ANA0R_RESET 0000000000
A2W_PLLD_ANA0R_WIDTH 24
A2W_PLLD_ANA0_WIDTH 24
A2W_PLLD_ANA1 0x7e102054:RW
A2W_PLLD_ANA1_MASK 0x00ffffff
A2W_PLLD_ANA1R 0x7e102854:RW
A2W_PLLD_ANA1_RESET 0x001d0000
A2W_PLLD_ANA1R_MASK 0x00ffffff
A2W_PLLD_ANA1R_RESET 0x001d0000
A2W_PLLD_ANA1R_WIDTH 24
A2W_PLLD_ANA1_WIDTH 24
A2W_PLLD_ANA2 0x7e102058:RW
A2W_PLLD_ANA2_MASK 0x00ffffff
A2W_PLLD_ANA2R 0x7e102858:RW
A2W_PLLD_ANA2_RESET 0000000000
A2W_PLLD_ANA2R_MASK 0x00ffffff
A2W_PLLD_ANA2R_RESET 0000000000
A2W_PLLD_ANA2R_WIDTH 24
A2W_PLLD_ANA2_WIDTH 24
A2W_PLLD_ANA3 0x7e10205c:RW
A2W_PLLD_ANA3_MASK 0x00ffffff
A2W_PLLD_ANA3R 0x7e10285c:RW
A2W_PLLD_ANA3_RESET 0x00000180
A2W_PLLD_ANA3R_MASK 0x00ffffff
A2W_PLLD_ANA3R_RESET 0x00000180
A2W_PLLD_ANA3R_WIDTH 24
A2W_PLLD_ANA3_WIDTH 24
A2W_PLLD_ANA_KAIP 0x7e102350:RW
A2W_PLLD_ANA_KAIP_KA_BITS 10:8
A2W_PLLD_ANA_KAIP_KA_CLR 0xfffff8ff
A2W_PLLD_ANA_KAIP_KA_LSB 8
A2W_PLLD_ANA_KAIP_KA_MSB 10
A2W_PLLD_ANA_KAIP_KA_SET 0x00000700
A2W_PLLD_ANA_KAIP_KI_BITS 6:4
A2W_PLLD_ANA_KAIP_KI_CLR 0xffffff8f
A2W_PLLD_ANA_KAIP_KI_LSB 4
A2W_PLLD_ANA_KAIP_KI_MSB 6
A2W_PLLD_ANA_KAIP_KI_SET 0x00000070
A2W_PLLD_ANA_KAIP_KP_BITS 3:0
